Team Score,Opp Score,Home/Away,Opponent,Team FG%,Opponent FG%,Team 3P%,Opponent 3P%,Team AST,Team TOV,Opponent AST,Opponent TOV,Team FGA,Team FTA,Opponent FGA,Opponent FTA,Team ORB,Opponent ORB,ORtg,DRtg,Ast_Tov_Team,Ast_Tov_Opp,Possession,Team,Opponent_num
107,98,0,LAC,0.379,0.39799999999999996,0.33299999999999996,0.28600000000000003,20,10,21,12,87,42,88,24,14,9,104.72229018840224,95.91387325666747,2.0,1.75,102.17500000000001,18,17
119,91,1,PHO,0.506,0.377,0.321,0.282,28,18,20,19,85,29,77,35,9,10,108.97435897435896,83.33333333333333,1.5555555555555556,1.0526315789473684,109.2,18,25
100,98,1,GSW,0.40700000000000003,0.456,0.188,0.24100000000000002,21,8,22,18,86,42,79,24,13,6,95.07962918944615,93.17803660565723,2.625,1.2222222222222223,105.17500000000001,18,30
126,112,1,SAC,0.515,0.523,0.36700000000000005,0.419,31,12,29,16,99,15,86,20,15,9,115.26586620926244,102.45854774156662,2.5833333333333335,1.8125,109.3125,18,27
114,121,0,LAL,0.5,0.5,0.261,0.345,22,19,27,13,92,20,92,23,10,9,104.8637461193515,111.30274807404852,1.1578947368421053,2.076923076923077,108.7125,18,16
116,111,1,NOP,0.452,0.524,0.314,0.45799999999999996,28,13,28,22,93,23,82,20,9,7,102.91671287567927,98.48064766552068,2.1538461538461537,1.2727272727272727,112.7125,18,28
108,107,0,CHI,0.455,0.424,0.26899999999999996,0.47100000000000003,24,16,27,13,99,18,92,18,17,10,99.49332105020729,98.5720865960387,1.5,2.076923076923077,108.55,18,11
110,91,0,CLE,0.48200000000000004,0.41,0.385,0.278,22,12,18,13,85,21,83,19,14,13,117.64705882352942,97.32620320855615,1.8333333333333333,1.3846153846153846,93.5,18,15
103,88,1,UTA,0.494,0.40700000000000003,0.321,0.19399999999999998,32,17,22,12,83,19,81,24,8,10,104.34342155248828,89.14777763707737,1.8823529411764706,1.8333333333333333,98.7125,18,21
115,107,1,BOS,0.456,0.506,0.382,0.29,25,13,22,12,90,28,87,12,15,7,113.86138613861385,105.94059405940595,1.9230769230769231,1.8333333333333333,101.0,18,3
87,89,0,MEM,0.39,0.429,0.25,0.381,19,16,19,17,82,19,70,25,13,8,88.36973082783139,90.401218892839,1.1875,1.1176470588235294,98.45,18,24
110,112,1,BRK,0.46,0.409,0.278,0.364,20,12,21,8,87,34,88,42,15,12,108.32102412604627,110.29049729197438,1.6666666666666667,2.625,101.55000000000001,18,7
114,121,1,MIL,0.461,0.5710000000000001,0.474,0.5,27,10,27,12,89,20,84,13,10,5,113.61654416344835,120.592998629625,2.7,2.25,100.3375,18,1
99,109,1,HOU,0.5,0.5489999999999999,0.44,0.35100000000000003,27,16,23,14,76,16,71,26,7,6,104.78962688541944,115.37443768192644,1.6875,1.6428571428571428,94.475,18,19
138,93,1,ATL,0.564,0.348,0.419,0.214,34,15,20,19,94,25,92,27,11,15,125.05663797009517,84.27729950158587,2.2666666666666666,1.0526315789473684,110.35,18,14
115,125,0,NOP,0.484,0.483,0.385,0.4,30,13,29,11,95,13,87,34,10,10,106.32150699179476,115.56685542586386,2.3076923076923075,2.6363636363636362,108.1625,18,28
98,104,0,MIL,0.426,0.455,0.293,0.306,30,17,21,15,94,9,88,22,13,13,93.90346149239429,99.6526530123368,1.7647058823529411,1.4,104.36250000000001,18,1
103,101,0,MIN,0.47200000000000003,0.44299999999999995,0.4,0.281,29,13,24,17,89,6,79,26,9,8,99.90300678952474,97.96314258001941,2.230769230769231,1.411764705882353,103.1,18,29
112,87,1,ORL,0.473,0.405,0.321,0.25,33,11,24,13,93,17,79,19,12,4,106.11084793936523,82.42539081004261,3.0,1.8461538461538463,105.55000000000001,18,8
105,98,0,OKC,0.41100000000000003,0.359,0.33299999999999996,0.231,26,14,22,10,95,24,103,23,15,19,103.79340170517733,96.87384159149883,1.8571428571428572,2.2,101.1625,18,20
117,85,1,LAL,0.485,0.391,0.36,0.14300000000000002,28,11,19,12,97,15,87,18,16,8,112.13609680124594,81.46639511201629,2.5454545454545454,1.5833333333333333,104.3375,18,16
113,112,0,POR,0.46,0.529,0.467,0.273,28,11,19,14,87,26,85,21,13,12,115.11524258245258,114.09652362154591,2.5454545454545454,1.3571428571428572,98.1625,18,23
106,103,0,TOR,0.449,0.46,0.39299999999999996,0.268,32,20,28,17,89,24,87,12,15,7,100.9043312708234,98.04854831032841,1.6,1.6470588235294117,105.05000000000001,18,2
124,118,0,ORL,0.5489999999999999,0.474,0.579,0.408,34,10,30,9,82,37,95,8,4,6,127.58842443729903,121.41479099678456,3.4,3.3333333333333335,97.1875,18,8
107,113,0,CHO,0.386,0.384,0.22899999999999998,0.371,24,9,20,9,101,26,86,38,20,13,98.4360625574977,103.95584176632934,2.6666666666666665,2.2222222222222223,108.69999999999999,18,9
98,106,0,ATL,0.371,0.43,0.25,0.35700000000000004,28,15,33,18,97,21,93,16,11,9,87.27596571301348,94.40053434264722,1.8666666666666667,1.8333333333333333,112.2875,18,14
105,99,1,MEM,0.506,0.5,0.321,0.33299999999999996,22,13,22,14,77,23,74,17,11,6,114.75409836065573,108.19672131147541,1.6923076923076923,1.5714285714285714,91.5,18,24
109,98,1,OKC,0.506,0.41100000000000003,0.324,0.368,29,20,14,13,83,15,90,29,12,19,115.40497617787189,103.75860243515088,1.45,1.0769230769230769,94.45,18,20
95,86,1,TOR,0.424,0.39799999999999996,0.33299999999999996,0.2,21,8,13,11,85,16,88,14,10,13,105.40915395284327,95.42302357836338,2.625,1.1818181818181819,90.125,18,2
126,118,1,DAL,0.556,0.465,0.414,0.405,33,15,26,8,90,18,86,30,12,6,121.27045235803658,113.57074109720884,2.2,3.25,103.9,18,22
111,132,0,LAC,0.423,0.5760000000000001,0.29,0.5,21,9,28,15,97,25,92,17,13,13,104.74168435951876,124.5576786978061,2.3333333333333335,1.8666666666666667,105.975,18,17
103,111,0,SAS,0.389,0.467,0.45,0.313,29,12,29,10,90,23,90,22,11,7,100.30432136335972,108.09494826536823,2.4166666666666665,2.9,102.6875,18,26
102,99,1,SAS,0.45899999999999996,0.449,0.345,0.29600000000000004,29,20,23,10,85,17,89,20,16,12,107.6091256758539,104.44415139126994,1.45,2.3,94.7875,18,26
122,118,0,PHO,0.5529999999999999,0.5379999999999999,0.514,0.379,31,21,29,13,76,26,91,14,10,12,133.33333333333331,128.96174863387978,1.4761904761904763,2.230769230769231,91.5,18,25
115,108,1,NYK,0.46299999999999997,0.452,0.353,0.40700000000000003,36,8,28,8,95,23,93,18,16,15,118.26712945108626,111.06826070188971,4.5,3.5,97.2375,18,12
117,113,0,SAC,0.461,0.5,0.359,0.419,24,14,25,8,89,30,90,15,16,7,117.95841209829867,113.9256458727158,1.7142857142857142,3.125,99.1875,18,27
123,110,1,CHO,0.461,0.47600000000000003,0.359,0.379,30,7,22,17,102,20,82,26,17,12,111.38781978718588,99.61512338691419,4.285714285714286,1.2941176470588236,110.425,18,9
113,125,0,HOU,0.473,0.5,0.24100000000000002,0.46799999999999997,26,14,28,15,93,21,76,34,14,4,101.28851540616246,112.04481792717087,1.8571428571428572,1.8666666666666667,111.5625,18,19
103,99,0,MIA,0.47100000000000003,0.45799999999999996,0.33299999999999996,0.258,32,16,24,6,87,17,83,25,15,9,107.31961448293828,103.1518624641834,2.0,4.0,95.975,18,5
121,100,1,LAC,0.505,0.43700000000000006,0.39299999999999996,0.25,29,9,21,12,99,13,87,26,15,8,112.80736510896168,93.22922736277825,3.2222222222222223,1.75,107.26249999999999,18,17
93,102,0,PHO,0.386,0.413,0.32299999999999995,0.308,25,15,29,9,88,22,92,25,13,14,95.22590554204533,104.44131575579163,1.6666666666666667,3.2222222222222223,97.6625,18,25
116,113,1,POR,0.556,0.455,0.409,0.353,21,11,25,9,81,20,88,22,4,8,122.13740458015268,118.9786785996315,1.9090909090909092,2.7777777777777777,94.975,18,23
111,142,1,GSW,0.457,0.6,0.41200000000000003,0.5379999999999999,30,8,38,10,92,16,95,10,9,12,114.8176881303336,146.88388931988624,3.75,3.8,96.675,18,30
135,105,1,CHI,0.521,0.473,0.5,0.35700000000000004,34,7,27,12,96,20,93,11,13,16,137.24742661075103,106.74799847502861,4.857142857142857,2.25,98.3625,18,11
124,102,1,CLE,0.562,0.486,0.405,0.345,33,11,20,12,89,11,72,26,12,5,123.03112985241226,101.20302616891976,3.0,1.6666666666666667,100.7875,18,15
108,114,0,UTA,0.47700000000000004,0.43200000000000005,0.29600000000000004,0.413,20,14,28,13,88,20,88,27,12,12,107.28920899043834,113.24972060101825,1.4285714285714286,2.1538461538461537,100.6625,18,21
132,95,1,PHO,0.5,0.42100000000000004,0.41700000000000004,0.233,26,12,20,15,94,29,76,26,16,2,118.31932773109244,85.15406162464986,2.1666666666666665,1.3333333333333333,111.5625,18,25
126,110,1,PHI,0.511,0.418,0.33299999999999996,0.389,27,10,29,12,94,29,91,27,11,11,117.42777260018637,102.51630941286112,2.7,2.4166666666666665,107.30000000000001,18,6
95,92,0,MEM,0.44,0.449,0.222,0.281,17,15,26,19,84,14,78,19,9,9,95.15462626768499,92.14974333291597,1.1333333333333333,1.368421052631579,99.8375,18,24
105,99,0,NOP,0.47200000000000003,0.41600000000000004,0.3,0.41700000000000004,31,9,27,14,89,19,89,13,6,8,103.85756676557864,97.92284866468843,3.4444444444444446,1.9285714285714286,101.1,18,28
136,122,1,HOU,0.622,0.529,0.452,0.364,37,8,23,10,82,23,85,21,10,11,149.53271028037386,134.13963716327655,4.625,2.3,90.94999999999999,18,19
107,106,0,MIN,0.47200000000000003,0.47200000000000003,0.39399999999999996,0.324,29,10,27,8,89,14,89,16,15,8,114.28571428571428,113.21762349799734,2.9,3.375,93.625,18,29
103,129,0,DET,0.446,0.545,0.321,0.43200000000000005,28,13,32,20,92,22,88,20,10,16,97.65347238682153,122.30386347475705,2.1538461538461537,1.6,105.475,18,13
130,135,0,BRK,0.505,0.511,0.371,0.5589999999999999,32,13,36,13,99,21,90,33,12,5,111.75585643670752,116.0541586073501,2.4615384615384617,2.769230769230769,116.32499999999999,18,7
110,117,0,PHI,0.489,0.5,0.231,0.455,35,12,23,17,94,13,78,32,8,7,98.48908785674314,104.75657526580862,2.9166666666666665,1.3529411764705883,111.6875,18,6
103,87,1,MIA,0.42700000000000005,0.415,0.43200000000000005,0.273,27,15,23,16,89,13,82,16,10,7,100.10934272870855,84.55837686793829,1.8,1.4375,102.88749999999999,18,5
120,118,1,SAC,0.455,0.452,0.258,0.344,26,13,30,12,99,25,93,28,14,10,107.05921712947473,105.27489684398348,2.0,2.5,112.0875,18,27
114,104,0,DAL,0.408,0.405,0.37799999999999995,0.244,32,13,19,15,103,25,84,33,21,7,97.62363519588952,89.06015842432026,2.4615384615384617,1.2666666666666666,116.775,18,22
123,96,1,LAC,0.518,0.345,0.353,0.14300000000000002,30,22,20,17,85,35,87,37,12,7,109.7234611953613,85.6378233719893,1.3636363636363635,1.1764705882352942,112.1,18,17
121,112,1,OKC,0.466,0.45299999999999996,0.46399999999999997,0.263,28,18,31,17,88,35,95,25,11,14,112.82051282051282,104.42890442890442,1.5555555555555556,1.8235294117647058,107.25,18,20
104,111,1,UTA,0.40399999999999997,0.44,0.28,0.37200000000000005,25,12,25,11,99,24,84,33,16,10,93.66205110885963,99.96622762580209,2.0833333333333335,2.272727272727273,111.0375,18,21
112,120,1,NOP,0.424,0.489,0.281,0.4,25,16,28,21,92,29,92,26,10,12,99.50027762354247,106.60744031093836,1.5625,1.3333333333333333,112.5625,18,28
103,104,0,SAS,0.43200000000000005,0.48200000000000004,0.425,0.32,27,12,27,9,95,4,85,19,8,6,99.07418540339063,100.03607069856919,2.25,3.0,103.9625,18,26
115,99,0,LAL,0.45899999999999996,0.47600000000000003,0.31,0.226,33,8,26,12,98,17,84,23,18,5,108.49056603773586,93.39622641509435,4.125,2.1666666666666665,106.0,18,16
105,122,0,GSW,0.379,0.536,0.364,0.514,21,17,32,17,87,35,84,21,14,7,98.31460674157304,114.23220973782773,1.2352941176470589,1.8823529411764706,106.8,18,30
133,107,1,MIN,0.6,0.461,0.6,0.36700000000000005,40,14,24,14,85,15,89,14,7,12,137.9846971858384,111.01024510439632,2.857142857142857,1.7142857142857142,96.3875,18,29
100,99,1,DAL,0.48100000000000004,0.425,0.276,0.324,27,11,22,8,81,17,87,17,8,9,111.01859561476547,109.90840965861781,2.4545454545454546,2.75,90.075,18,22
102,100,1,IND,0.47600000000000003,0.45299999999999996,0.289,0.25,27,10,20,9,82,20,75,37,9,8,105.6584228926583,103.5866891104493,2.7,2.2222222222222223,96.5375,18,4
114,105,0,BOS,0.489,0.419,0.359,0.308,29,17,24,12,94,10,93,19,11,12,109.73408735410901,101.07086993141618,1.7058823529411764,2.0,103.8875,18,3
113,108,0,WAS,0.529,0.506,0.467,0.28600000000000003,30,8,25,12,87,11,79,21,9,6,116.37487126673534,111.22554067971164,3.75,2.0833333333333335,97.1,18,10
111,93,0,NYK,0.41700000000000004,0.37799999999999995,0.395,0.281,24,8,20,7,96,19,90,21,17,8,110.44776119402985,92.53731343283582,3.0,2.857142857142857,100.5,18,12
88,124,0,IND,0.355,0.56,0.24100000000000002,0.444,21,17,34,11,93,16,91,17,15,10,85.9899841211677,121.16770489800903,1.2352941176470589,3.090909090909091,102.3375,18,4
95,92,1,DET,0.425,0.353,0.259,0.262,22,14,19,6,87,20,102,13,11,17,104.58235860740332,101.27975780927481,1.5714285714285714,3.1666666666666665,90.8375,18,13
85,112,0,HOU,0.369,0.46,0.16699999999999998,0.375,22,14,22,10,84,20,87,20,7,11,88.08290155440415,116.0621761658031,1.5714285714285714,2.2,96.5,18,19
115,105,0,OKC,0.565,0.489,0.424,0.29600000000000004,30,12,19,13,85,6,88,16,7,11,122.69938650306749,112.02987463323552,2.5,1.4615384615384615,93.725,18,20
90,95,1,WAS,0.376,0.402,0.19399999999999998,0.25,18,11,24,10,93,20,92,20,12,9,87.8048780487805,92.6829268292683,1.6363636363636365,2.4,102.5,18,10
102,116,0,GSW,0.375,0.5429999999999999,0.233,0.382,23,15,36,24,96,29,92,8,12,13,91.24454880912445,103.76831041037684,1.5333333333333334,1.5,111.7875,18,30
113,85,1,SAS,0.54,0.38299999999999995,0.364,0.185,41,14,15,11,87,12,81,25,8,11,114.38694166772112,86.04327470580793,2.9285714285714284,1.3636363636363635,98.7875,18,26
119,110,1,POR,0.512,0.488,0.259,0.345,27,9,24,14,84,29,86,20,12,12,125.0821179871239,115.62212587045066,3.0,1.7142857142857142,95.1375,18,23
108,115,0,POR,0.442,0.461,0.39399999999999996,0.321,24,10,22,16,95,20,89,29,12,17,102.72262513375341,109.38057305908929,2.4,1.375,105.1375,18,23
108,118,0,UTA,0.466,0.526,0.48,0.37,24,7,24,15,88,22,78,34,3,9,101.59924741298212,111.00658513640637,3.4285714285714284,1.6,106.30000000000001,18,21
99,95,1,MIN,0.44799999999999995,0.429,0.303,0.406,23,12,24,10,87,17,91,6,12,7,105.36118132233602,101.10416389517094,1.9166666666666667,2.4,93.9625,18,29
