Team Score,Opp Score,Home/Away,Opponent,Team FG%,Opponent FG%,Team 3P%,Opponent 3P%,Team AST,Team TOV,Opponent AST,Opponent TOV,Team FGA,Team FTA,Opponent FGA,Opponent FTA,Team ORB,Opponent ORB,ORtg,DRtg,Ast_Tov_Team,Ast_Tov_Opp,Possession,Team,Opponent_num
121,127,1,DEN,0.435,0.568,0.36700000000000005,0.423,28,12,29,17,108,18,88,26,20,13,103.90725633319022,109.05968226706742,2.3333333333333335,1.7058823529411764,116.44999999999999,16,18
108,95,1,IND,0.47100000000000003,0.425,0.424,0.391,27,23,24,20,87,15,80,25,16,8,101.88679245283019,89.62264150943396,1.173913043478261,1.2,106.0,16,4
73,122,0,DAL,0.384,0.494,0.14300000000000002,0.436,11,17,27,10,73,17,87,19,5,13,84.83439860546193,141.7780360255665,0.6470588235294118,2.7,86.05000000000001,16,22
98,105,0,POR,0.39399999999999996,0.478,0.36700000000000005,0.267,16,13,17,11,94,14,90,20,14,9,95.53984889105533,102.36412381184499,1.2307692307692308,1.5454545454545454,102.575,16,23
88,96,0,UTA,0.429,0.40700000000000003,0.28600000000000003,0.231,13,12,13,8,84,13,81,28,10,10,93.87918389118549,102.41365515402055,1.0833333333333333,1.625,93.7375,16,21
120,116,1,DEN,0.528,0.414,0.462,0.556,25,15,26,11,89,18,99,23,10,20,124.04703450058147,119.9121333505621,1.6666666666666667,2.3636363636363638,96.7375,16,18
108,116,0,WAS,0.46,0.45799999999999996,0.308,0.364,19,20,27,10,87,22,96,21,12,12,107.7709866533616,115.75402270175876,0.95,2.7,100.2125,16,10
107,113,0,BOS,0.39399999999999996,0.47600000000000003,0.368,0.371,24,12,28,16,94,26,82,28,15,7,97.42772592761212,102.8909628955156,2.0,1.75,109.82499999999999,16,3
121,107,0,NYK,0.431,0.451,0.28600000000000003,0.33299999999999996,19,7,16,16,102,31,82,33,20,6,104.58081244598098,92.48055315471046,2.7142857142857144,1.0,115.69999999999999,16,12
102,121,0,DET,0.43,0.526,0.261,0.25,21,21,32,14,86,26,97,24,7,14,97.25864123957092,115.37544696066746,1.0,2.2857142857142856,104.875,16,13
122,114,0,MIL,0.52,0.526,0.484,0.28600000000000003,25,17,27,20,75,35,76,31,6,4,117.11063114950804,109.43124550035996,1.4705882352941178,1.35,104.175,16,1
96,97,1,SAC,0.45799999999999996,0.493,0.414,0.292,22,17,23,17,83,15,73,25,13,7,96.4824120603015,97.48743718592965,1.2941176470588236,1.3529411764705883,99.5,16,27
101,137,0,PHO,0.376,0.557,0.34600000000000003,0.41700000000000004,16,12,32,15,93,28,88,34,7,12,90.40053703289327,122.62251062877603,1.3333333333333333,2.1333333333333333,111.725,16,25
93,110,0,OKC,0.396,0.45399999999999996,0.2,0.41700000000000004,23,13,28,17,101,14,97,17,15,14,85.4288666896314,101.04489608451026,1.7692307692307692,1.6470588235294117,108.86250000000001,16,20
98,119,1,SAS,0.46,0.521,0.318,0.47600000000000003,16,18,37,12,87,18,94,13,13,13,101.69931249189258,123.49202231158387,0.8888888888888888,3.0833333333333335,96.3625,16,26
104,109,1,CHO,0.488,0.447,0.375,0.41,22,14,25,12,84,13,85,24,6,11,106.8996530900681,112.03905948862906,1.5714285714285714,2.0833333333333335,97.2875,16,9
95,115,1,BOS,0.425,0.512,0.25,0.303,23,14,30,18,87,20,84,25,6,6,88.21822402785838,106.79048171793384,1.6428571428571428,1.6666666666666667,107.6875,16,3
97,105,1,NOP,0.45799999999999996,0.40399999999999997,0.35700000000000004,0.375,22,25,23,13,83,15,89,35,11,13,95.21472392638037,103.06748466257669,0.88,1.7692307692307692,101.875,16,28
111,122,0,DAL,0.467,0.542,0.36700000000000005,0.5479999999999999,25,11,25,14,90,22,83,19,11,6,107.00084347511746,117.60453066634533,2.272727272727273,1.7857142857142858,103.73750000000001,16,22
122,110,0,PHO,0.48,0.462,0.444,0.316,21,9,20,19,98,24,91,25,14,18,113.34339797932876,102.19486703054233,2.3333333333333335,1.0526315789473684,107.6375,16,25
116,118,1,PHI,0.5,0.519,0.2,0.41700000000000004,24,15,28,16,88,28,79,32,7,4,103.34075723830736,105.12249443207126,1.6,1.75,112.25,16,6
101,129,0,DEN,0.433,0.536,0.3,0.447,17,16,36,15,97,19,84,25,16,6,90.21884769986602,115.23001339883876,1.0625,2.4,111.95,16,18
100,139,0,HOU,0.462,0.5489999999999999,0.12,0.419,16,22,37,19,91,18,91,32,9,13,88.98776418242491,123.69299221357065,0.7272727272727273,1.9473684210526316,112.375,16,19
103,107,1,MIL,0.452,0.488,0.379,0.16699999999999998,24,14,22,14,84,26,82,30,11,10,102.18253968253967,106.15079365079364,1.7142857142857142,1.5714285714285714,100.8,16,1
120,125,1,CLE,0.516,0.529,0.40700000000000003,0.361,23,5,19,10,91,19,85,27,10,10,120.69399044505909,125.7229067136032,4.6,1.9,99.42500000000001,16,15
109,133,1,LAC,0.467,0.536,0.3,0.455,23,8,23,15,92,27,84,32,14,13,104.79509674317991,127.8692464847975,2.875,1.5333333333333334,104.0125,16,17
130,119,1,MIN,0.523,0.484,0.609,0.33299999999999996,26,20,32,13,88,28,95,22,9,12,122.78630460448643,112.39669421487604,1.3,2.4615384615384617,105.875,16,29
81,97,1,POR,0.39299999999999996,0.40399999999999997,0.23800000000000002,0.429,19,10,24,13,84,17,89,18,1,12,83.23699421965318,99.67886962106616,1.9,1.8461538461538463,97.3125,16,23
108,119,1,WAS,0.506,0.511,0.364,0.261,21,18,24,12,85,16,94,25,11,13,110.50006394679627,121.75470008952551,1.1666666666666667,2.0,97.7375,16,10
104,119,0,MIN,0.47600000000000003,0.483,0.33299999999999996,0.47600000000000003,20,16,30,10,84,16,89,30,14,14,110.72664359861592,126.69683257918551,1.25,3.0,93.925,16,29
104,115,0,LAC,0.433,0.551,0.261,0.44,26,11,24,17,90,30,69,34,15,4,94.80401093892434,104.8313582497721,2.3636363636363638,1.411764705882353,109.7,16,17
108,103,1,MEM,0.47100000000000003,0.5,0.368,0.433,14,13,29,14,85,27,80,14,17,5,111.06826070188968,105.92621159532072,1.0769230769230769,2.0714285714285716,97.23750000000001,16,24
102,95,0,SAS,0.488,0.43799999999999994,0.5,0.371,23,16,28,14,86,14,89,6,8,7,103.81679389312977,96.69211195928753,1.4375,2.0,98.25,16,26
98,94,1,SAC,0.442,0.507,0.16699999999999998,0.4,20,14,27,23,86,25,75,13,16,10,97.48818701815468,93.50907734394428,1.4285714285714286,1.173913043478261,100.525,16,27
110,109,1,MIN,0.488,0.5,0.37,0.2,26,16,27,14,86,20,80,31,12,8,106.67959752697298,105.70978300400049,1.625,1.9285714285714286,103.1125,16,29
108,96,1,NOP,0.47700000000000004,0.46799999999999997,0.364,0.318,24,11,29,16,88,23,79,20,8,5,102.64940002376144,91.24391113223238,2.1818181818181817,1.8125,105.2125,16,28
94,109,0,GSW,0.441,0.456,0.235,0.33299999999999996,23,18,26,20,93,14,90,22,11,14,86.9967607589079,100.87922258213788,1.2777777777777777,1.3,108.05000000000001,16,30
