Team Score,Opp Score,Home/Away,Opponent,Team FG%,Opponent FG%,Team 3P%,Opponent 3P%,Team AST,Team TOV,Opponent AST,Opponent TOV,Team FGA,Team FTA,Opponent FGA,Opponent FTA,Team ORB,Opponent ORB,ORtg,DRtg,Ast_Tov_Team,Ast_Tov_Opp,Possession,Team,Opponent_num
100,92,0,NYK,0.439,0.409,0.33299999999999996,0.324,18,10,24,17,82,28,88,13,11,13,107.25298297358896,98.67274433570185,1.8,1.411764705882353,93.2375,16,12
128,113,0,BRK,0.5,0.44,0.5,0.457,28,15,30,16,94,20,91,15,11,8,118.17657241777265,104.32775533756491,1.8666666666666667,1.875,108.3125,16,7
91,108,0,PHI,0.461,0.526,0.19399999999999998,0.35100000000000003,23,21,19,21,76,23,78,19,6,8,91.02275568892225,108.02700675168792,1.0952380952380953,0.9047619047619048,99.975,16,6
119,127,1,POR,0.469,0.505,0.344,0.361,28,18,25,5,96,28,97,21,19,6,111.59301371468761,119.0950650568515,1.5555555555555556,5.0,106.63749999999999,16,23
129,113,0,SAC,0.512,0.429,0.442,0.318,33,14,21,16,86,27,91,26,11,13,126.98412698412697,111.23415774578564,2.357142857142857,1.3125,101.5875,16,27
129,102,1,SAS,0.588,0.44,0.429,0.48100000000000004,28,14,21,6,85,25,91,15,12,7,135.78947368421052,107.36842105263158,2.0,3.5,95.0,16,26
111,121,1,HOU,0.495,0.506,0.29,0.452,33,15,20,16,91,16,85,18,6,6,102.2334791618697,111.44370250978588,2.2,1.25,108.57499999999999,16,19
125,120,0,GSW,0.524,0.517,0.483,0.406,29,24,31,18,82,34,89,23,12,8,117.32957878681216,112.63639563533967,1.2083333333333333,1.7222222222222223,106.5375,16,30
125,100,1,PHO,0.516,0.42100000000000004,0.37799999999999995,0.355,28,16,26,13,91,25,76,31,16,3,114.36413540713633,91.49130832570907,1.75,2.0,109.3,16,25
120,116,0,DEN,0.505,0.5,0.364,0.44,29,12,32,10,93,27,88,22,10,3,109.95304088878709,106.28793952582751,2.4166666666666665,3.2,109.1375,16,18
117,105,1,MEM,0.47700000000000004,0.457,0.31,0.33299999999999996,25,14,22,16,86,40,92,31,12,16,112.64893488987843,101.09519797809605,1.7857142857142858,1.375,103.8625,16,24
114,112,1,BOS,0.45299999999999996,0.45799999999999996,0.324,0.382,20,13,20,17,86,37,83,30,11,8,106.1328988711742,104.27091818922378,1.5384615384615385,1.1764705882352942,107.4125,16,3
118,109,1,NOP,0.441,0.45299999999999996,0.295,0.29600000000000004,27,16,31,20,102,21,86,30,14,6,96.6322039103286,89.2619510697103,1.6875,1.55,122.1125,16,28
